Team_id,Team,Player,Position,Matchs,On_start_%,Goals,Assists,Total_Points,Points_Average,Last_5_games_points,J_33,J_34,J_35,J_36,J_37,Avg_last_5_games,Value
11,RCD Mallorca,Grenier,MD,9,0,1,0,6,1.5,"['-', '2', '-', '2', '-']",0,2,0,2,0,0.8,470000
11,RCD Mallorca,Muriqi,DL,7,41,0,0,99,6.6,"['4', '-', '9', '5', '11']",4,0,9,5,11,5.8,7010000
11,RCD Mallorca,Ángel Rodríguez,DL,2,49,0,0,92,3.3,"['-', '4', '3', '2', '3']",0,4,3,2,3,2.4,1750000
11,RCD Mallorca,Abdón Prats,DL,6,16,0,0,73,3.3,"['-', '-', '4', '-', '8']",0,0,4,0,8,2.4,540000
11,RCD Mallorca,Fernando Niño,DL,5,24,0,0,71,3.1,"['-', '1', '-', '-', '-']",0,1,0,0,0,0.2,1140000
11,RCD Mallorca,Hoppe,DL,5,3,0,1,7,1.4,"['1', '-', '-', '-', '-']",1,0,0,0,0,0.2,330000
2,Real Betis Balompié,Rui Silva,PT,33,54,6,8,93,4.4,"['-', '-', '2', '11', '11']",0,0,2,11,11,4.8,1380000
2,Real Betis Balompié,Claudio Bravo,PT,33,46,5,8,61,3.6,"['6', '7', '2', '-', '-']",6,7,2,0,0,3.0,770000
2,Real Betis Balompié,Joel Robles,PT,31,0,1,2,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200000
2,Real Betis Balompié,Álex Moreno,DF,29,73,5,3,137,4.7,"['-', '3', '0', '4', '6']",0,3,0,4,6,2.6,5040000
2,Real Betis Balompié,Marc Bartra,DF,32,59,16,4,106,4.8,"['-', '-', '11', '7', '-']",0,0,11,7,0,3.6,2830000
2,Real Betis Balompié,Pezzella,DF,23,57,0,2,96,4.4,"['8', '7', '3', '4', '9']",8,7,3,4,9,6.2,2330000
2,Real Betis Balompié,Édgar González,DF,22,38,1,0,96,4.6,"['5', '-', '-', '2', '8']",5,0,0,2,8,3.0,1540000
2,Real Betis Balompié,Héctor Bellerín,DF,22,59,1,0,91,4,"['5', '-', '-', '-', '3']",5,0,0,0,3,1.6,2840000
2,Real Betis Balompié,Víctor Ruiz,DF,21,46,0,0,71,3.9,"['-', '8', '-', '-', '-']",0,8,0,0,0,1.6,890000
2,Real Betis Balompié,Juan Miranda,DF,32,24,2,3,57,4.4,"['6', '-', '-', '6', '-']",6,0,0,6,0,2.4,800000
2,Real Betis Balompié,Sabaly,DF,32,22,10,0,31,3.4,"['-', '7', '3', '4', '-']",0,7,3,4,0,2.8,880000
2,Real Betis Balompié,Martín Montoya,DF,31,16,9,4,26,4.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,540000
2,Real Betis Balompié,Kike Hermoso,DF,17,3,0,0,13,13,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,310000
2,Real Betis Balompié,Fekir,MD,18,86,0,0,218,6.6,"['10', '5', '8', '4', '6']",10,5,8,4,6,6.6,13430000
2,Real Betis Balompié,Canales,MD,27,86,0,1,199,6,"['15', '8', '-1', '16', '4']",15,8,-1,16,4,8.4,13900000
2,Real Betis Balompié,William Carvalho,MD,21,54,1,1,148,4.6,"['4', '7', '6', '7', '5']",4,7,6,7,5,5.8,5980000
2,Real Betis Balompié,Guido Rodríguez,MD,20,76,1,2,148,4.8,"['2', '-', '2', '6', '7']",2,0,2,6,7,3.4,3870000
2,Real Betis Balompié,Guardado,MD,19,43,0,0,81,3,"['7', '-', '6', '-', '2']",7,0,6,0,2,3.0,960000
2,Real Betis Balompié,Tello,MD,13,14,0,2,75,3.4,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,1310000
2,Real Betis Balompié,Rodrigo Sánchez,MD,9,27,0,1,71,3.6,"['3', '-', '1', '2', '8']",3,0,1,2,8,2.8,700000
2,Real Betis Balompié,Joaquín,MD,6,5,0,1,59,3,"['-', '2', '-', '4', '1']",0,2,0,4,1,1.4,1150000
2,Real Betis Balompié,Aitor Ruibal,MD,8,24,0,0,41,2.2,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,670000
2,Real Betis Balompié,Paul Akouokou,MD,22,16,2,2,23,2.9,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,390000
2,Real Betis Balompié,Camarasa,MD,20,0,0,1,16,2.3,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,260000
2,Real Betis Balompié,Diego Lainez,MD,7,3,0,0,11,1.6,"['4', '3', '-', '-', '-']",4,3,0,0,0,1.4,350000
2,Real Betis Balompié,Yassin Fekir,MD,4,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,290000
2,Real Betis Balompié,Juanmi Jiménez,DL,1,68,1,0,203,6.3,"['8', '2', '1', '5', '16']",8,2,1,5,16,6.4,11930000
2,Real Betis Balompié,Borja Iglesias,DL,7,49,0,0,144,4.5,"['17', '2', '3', '10', '6']",17,2,3,10,6,7.6,8850000
2,Real Betis Balompié,Willian José,DL,1,49,0,0,138,4.5,"['2', '2', '-', '9', '-']",2,2,0,9,0,2.6,6710000
2,Real Betis Balompié,Raúl García de Haro,DL,1,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240000
13,Real Sociedad de Fútbol,Alex Remiro,PT,36,92,1,1,181,5.3,"['7', '8', '4', '6', '3']",7,8,4,6,3,5.6,4230000
13,Real Sociedad de Fútbol,Ryan,PT,34,8,0,0,15,5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,310000
13,Real Sociedad de Fútbol,Le Normand,DF,33,97,3,2,187,5.2,"['9', '6', '6', '-', '2']",9,6,6,0,2,4.6,5100000
13,Real Sociedad de Fútbol,Aritz Elustondo,DF,35,57,2,1,140,4.8,"['5', '2', '-', '7', '-']",5,2,0,7,0,2.8,3750000
13,Real Sociedad de Fútbol,Gorosabel,DF,31,65,6,2,120,3.9,"['5', '7', '6', '7', '7']",5,7,6,7,7,6.4,2280000
13,Real Sociedad de Fútbol,Zubeldia,DF,31,51,0,4,79,3,"['-', '2', '0', '7', '0']",0,2,0,7,0,1.8,1050000
13,Real Sociedad de Fútbol,Diego Rico,DF,25,49,2,4,79,4,"['2', '2', '2', '5', '2']",2,2,2,5,2,2.6,2810000
13,Real Sociedad de Fútbol,Zaldua,DF,29,38,4,1,74,3.2,"['-', '2', '-', '-', '1']",0,2,0,0,1,0.6,1370000
13,Real Sociedad de Fútbol,Aihen Muñoz,DF,32,41,4,0,46,2.3,"['-', '-', '-', '4', '-']",0,0,0,4,0,0.8,670000
13,Real Sociedad de Fútbol,Jon Pacheco,DF,22,11,9,3,34,3.4,"['6', '-', '-', '2', '-']",6,0,0,2,0,1.6,640000
13,Real Sociedad de Fútbol,Álex Sola,DF,26,0,0,1,6,3,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,730000
13,Real Sociedad de Fútbol,Cristo Romero,DF,20,0,0,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000
13,Real Sociedad de Fútbol,González de Zárate,DF,32,0,3,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000
13,Real Sociedad de Fútbol,Monreal,DF,36,0,1,2,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,350000
13,Real Sociedad de Fútbol,Aritz Arambarri,DF,20,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000
13,Real Sociedad de Fútbol,Mikel Merino,MD,23,86,0,0,168,5.1,"['16', '3', '6', '5', '2']",16,3,6,5,2,6.4,8040000
13,Real Sociedad de Fútbol,Zubimendi,MD,16,68,1,0,157,4.5,"['3', '5', '9', '5', '10']",3,5,9,5,10,6.4,3570000
13,Real Sociedad de Fútbol,Silva,MD,17,59,0,0,130,5.2,"['14', '-', '13', '11', '5']",14,0,13,11,5,8.6,5080000
13,Real Sociedad de Fútbol,Januzaj,MD,11,46,1,1,126,3.9,"['-', '4', '2', '8', '0']",0,4,2,8,0,2.8,4880000
13,Real Sociedad de Fútbol,Rafinha,MD,7,32,0,0,74,4.6,"['-', '8', '5', '3', '4']",0,8,5,3,4,4.0,5580000
13,Real Sociedad de Fútbol,Guevara,MD,10,30,0,0,54,3.2,"['1', '2', '-', '-', '-']",1,2,0,0,0,0.6,720000
13,Real Sociedad de Fútbol,Ander Barrenetxea,MD,3,16,0,0,38,3.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,860000
13,Real Sociedad de Fútbol,Robert Navarro,MD,6,8,0,0,23,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,420000
13,Real Sociedad de Fútbol,Beñat Turrientes,MD,13,3,2,0,22,2.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,390000
13,Real Sociedad de Fútbol,Illarramendi,MD,8,14,0,0,17,2.4,"['2', '5', '-', '-', '1']",2,5,0,0,1,1.6,1130000
13,Real Sociedad de Fútbol,Näis Djouahra,MD,6,3,0,0,16,2.7,"['3', '-', '-', '-', '-']",3,0,0,0,0,0.6,390000
13,Real Sociedad de Fútbol,Guridi,MD,7,3,0,0,15,1.9,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,340000
13,Real Sociedad de Fútbol,Ander Martín,MD,5,3,0,0,12,2.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000
13,Real Sociedad de Fútbol,Germán Valera,MD,3,0,0,0,6,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,260000
13,Real Sociedad de Fútbol,Roberto López,MD,1,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000
13,Real Sociedad de Fútbol,Luca Sangalli,MD,2,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230000
13,Real Sociedad de Fútbol,Isak,DL,1,68,0,0,133,4.3,"['-', '2', '5', '-', '11']",0,2,5,0,11,3.6,7020000
13,Real Sociedad de Fútbol,Oyarzabal,DL,0,51,0,0,128,5.8,"['6', '-', '-', '-', '-']",6,0,0,0,0,1.2,6040000
13,Real Sociedad de Fútbol,Sorloth,DL,0,51,0,0,112,3.5,"['4', '11', '3', '8', '1']",4,11,3,8,1,5.4,5980000
13,Real Sociedad de Fútbol,Portu,DL,0,46,0,0,110,3.1,"['2', '2', '2', '12', '2']",2,2,2,12,2,4.0,3520000
13,Real Sociedad de Fútbol,Lobete,DL,0,5,0,0,34,2.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,540000
13,Real Sociedad de Fútbol,Carlos Fernández,DL,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,470000
14,Villarreal CF,Rulli,PT,32,84,5,1,153,4.9,"['2', '-', '2', '2', '2']",2,0,2,2,2,1.6,3650000
14,Villarreal CF,Sergio Asenjo,PT,31,16,0,0,24,4,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,1010000
14,Villarreal CF,Pau Torres,DF,32,86,2,9,188,5.9,"['4', '2', '4', '17', '1']",4,2,4,17,1,5.6,7030000
14,Villarreal CF,Alfonso Pedraza,DF,27,49,0,0,132,4.9,"['3', '2', '2', '24', '4']",3,2,2,24,4,7.0,2740000
14,Villarreal CF,Juan Foyth,DF,34,59,6,4,122,4.9,"['4', '6', '3', '11', '2']",4,6,3,11,2,5.2,3610000
14,Villarreal CF,Albiol,DF,29,73,1,1,116,4.3,"['3', '-', '4', '0', '3']",3,0,4,0,3,2.0,3280000
14,Villarreal CF,Alberto Moreno,DF,25,35,1,1,111,4.6,"['3', '-', '-', '-', '-']",3,0,0,0,0,0.6,2590000
14,Villarreal CF,Estupiñán,DF,31,46,6,4,88,3.3,"['5', '2', '6', '-', '4']",5,2,6,0,4,3.4,1880000
14,Villarreal CF,Aïssa Mandi,DF,27,38,3,4,82,4.8,"['-', '3', '-', '2', '-']",0,3,0,2,0,1.0,1520000
14,Villarreal CF,Aurier,DF,27,27,0,1,58,3.2,"['-', '1', '2', '-', '-']",0,1,2,0,0,0.6,1290000
14,Villarreal CF,Mario Gaspar,DF,23,16,10,3,28,2.5,"['2', '-', '-', '1', '2']",2,0,0,1,2,1.0,520000
14,Villarreal CF,Rubén Peña,DF,17,3,1,0,14,2.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,310000
14,Villarreal CF,Parejo,MD,17,84,9,3,233,7.3,"['6', '5', '8', '11', '10']",6,5,8,11,10,8.0,13340000
14,Villarreal CF,Trigueros,MD,25,70,5,5,162,4.8,"['-', '5', '1', '6', '2']",0,5,1,6,2,2.8,6160000
14,Villarreal CF,Yéremi Pino,MD,24,57,3,2,147,4.7,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,5550000
14,Villarreal CF,Danjuma,MD,26,46,3,3,140,6.1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,11890000
14,Villarreal CF,Capoue,MD,28,68,1,2,139,4.8,"['4', '2', '5', '5', '6']",4,2,5,5,6,4.4,5360000
14,Villarreal CF,Samu Chukwueze,MD,20,32,0,1,104,4,"['-', '10', '7', '1', '2']",0,10,7,1,2,4.0,5530000
14,Villarreal CF,Moi Gómez,MD,18,32,0,1,90,3.2,"['2', '2', '-', '-', '-']",2,2,0,0,0,0.8,1890000
14,Villarreal CF,Coquelin,MD,15,22,1,1,90,4.3,"['-', '-', '3', '-', '11']",0,0,3,0,11,2.8,1510000
14,Villarreal CF,Lo Celso,MD,17,27,1,3,83,5.5,"['-', '9', '12', '4', '5']",0,9,12,4,5,6.0,11010000
14,Villarreal CF,Iborra,MD,20,32,2,1,52,2.6,"['2', '5', '-', '3', '-']",2,5,0,3,0,2.0,890000
14,Villarreal CF,Carlo Adriano,MD,11,0,0,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000
14,Villarreal CF,Gerard Moreno,DL,6,38,0,0,128,7.5,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,11360000
14,Villarreal CF,Boulaye Dia,DL,6,35,0,0,118,4.7,"['-', '3', '2', '5', '3']",0,3,2,5,3,2.6,3520000
14,Villarreal CF,Alcácer,DL,8,24,0,0,60,3.5,"['-', '4', '1', '8', '2']",0,4,1,8,2,3.0,2220000
14,Villarreal CF,Nicolas Jackson,DL,7,0,0,0,21,3.5,"['3', '-', '5', '3', '2']",3,0,5,3,2,2.6,360000
15,Valencia CF,Mamardashvili,PT,35,49,11,6,90,5,"['-', '6', '11', '-1', '-']",0,6,11,-1,0,3.2,1680000
15,Valencia CF,Cillessen,PT,29,46,2,0,61,3.6,"['1', '-', '-', '-', '2']",1,0,0,0,2,0.6,810000
15,Valencia CF,Jaume Doménech,PT,31,5,1,0,4,1.3,"['4', '-', '-', '-', '-']",4,0,0,0,0,0.8,260000
15,Valencia CF,Omar Alderete,DF,31,76,11,5,124,4.3,"['4', '5', '5', '2', '4']",4,5,5,2,4,4.0,2960000
15,Valencia CF,Gabriel Paulista,DF,28,49,0,1,100,5.6,"['-', '4', '3', '-', '-']",0,4,3,0,0,1.4,5280000
15,Valencia CF,Gayà,DF,30,57,7,1,87,3.8,"['2', '-6', '-', '-', '5']",2,-6,0,0,5,0.2,4260000
15,Valencia CF,Foulquier,DF,23,70,2,4,83,2.8,"['4', '1', '2', '-1', '4']",4,1,2,-1,4,2.0,1470000
15,Valencia CF,Diakhaby,DF,28,54,4,1,82,2.9,"['1', '3', '2', '2', '-']",1,3,2,2,0,1.6,1030000
15,Valencia CF,Thierry Correia,DF,28,46,0,1,71,3.9,"['4', '7', '4', '4', '5']",4,7,4,4,5,4.8,1890000
15,Valencia CF,Jesús Vázquez,DF,19,22,1,1,43,3.1,"['-', '2', '5', '0', '-']",0,2,5,0,0,1.4,820000
15,Valencia CF,Lato,DF,18,19,0,0,29,2.6,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,390000
15,Valencia CF,Cömert,DF,18,14,2,1,13,1.6,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,1030000
15,Valencia CF,Cristhian Mosquera,DF,17,8,0,1,7,1.2,"['1', '-', '-', '-', '-']",1,0,0,0,0,0.2,350000
15,Valencia CF,Rubén Iranzo,DF,18,3,0,1,3,1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230000
15,Valencia CF,Carlos Soler,MD,28,73,1,0,205,6.6,"['-', '6', '7', '9', '1']",0,6,7,9,1,4.6,11800000
15,Valencia CF,Guillamón,MD,27,76,0,0,88,2.8,"['5', '4', '-1', '-', '-']",5,4,-1,0,0,1.6,1930000
15,Valencia CF,Racic,MD,22,35,0,1,73,2.7,"['2', '5', '2', '3', '5']",2,5,2,3,5,3.4,1000000
15,Valencia CF,Yunus Musah,MD,15,35,0,0,66,2.4,"['6', '-', '4', '-', '2']",6,0,4,0,2,2.4,730000
15,Valencia CF,Denis Cheryshev,MD,13,14,0,0,44,2.8,"['-', '-', '-', '-', '3']",0,0,0,0,3,0.6,710000
15,Valencia CF,Hélder Costa,MD,12,35,0,1,43,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,580000
15,Valencia CF,Bryan Gil,MD,28,22,1,2,37,3.1,"['-', '-', '-', '2', '2']",0,0,0,2,2,0.8,6630000
15,Valencia CF,Ilaix Moriba,MD,11,22,0,1,33,2.5,"['-', '-', '1', '7', '2']",0,0,1,7,2,2.0,1940000
15,Valencia CF,Koba,MD,16,3,0,1,21,2.1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,330000
15,Valencia CF,Jesús Santiago,MD,8,0,0,0,3,1,"['-', '-', '-', '1', '-']",0,0,0,1,0,0.2,200000
15,Valencia CF,Guedes,DL,6,81,1,0,216,6.2,"['11', '3', '2', '1', '2']",11,3,2,1,2,3.8,12970000
15,Valencia CF,Hugo Duro,DL,6,59,0,0,119,3.8,"['2', '8', '-', '4', '-']",2,8,0,4,0,2.8,4640000
15,Valencia CF,Maxi Gómez,DL,3,54,0,0,110,3.9,"['-', '2', '2', '3', '8']",0,2,2,3,8,3.0,2810000
15,Valencia CF,Marcos André,DL,10,19,0,0,89,3.2,"['2', '-', '-', '-', '6']",2,0,0,0,6,1.6,870000
16,Deportivo Alavés,Pacheco,PT,37,92,1,3,122,3.6,"['-1', '4', '0', '3', '0']",-1,4,0,3,0,1.2,1820000
16,Deportivo Alavés,Sivera,PT,37,5,14,4,8,2.7,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,420000
16,Deportivo Alavés,Owono,PT,34,3,0,0,3,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000
16,Deportivo Alavés,Laguardia,DF,34,92,3,2,137,4,"['4', '12', '-1', '4', '5']",4,12,-1,4,5,4.8,2690000
16,Deportivo Alavés,Rubén Duarte,DF,33,81,0,4,121,3.7,"['-1', '7', '-', '5', '2']",-1,7,0,5,2,2.6,1860000
16,Deportivo Alavés,Lejeune,DF,29,78,0,0,98,3.4,"['-', '4', '1', '5', '3']",0,4,1,5,3,2.6,1730000
16,Deportivo Alavés,Martín Aguirregabiria,DF,31,43,2,0,61,2.7,"['-1', '2', '2', '1', '-']",-1,2,2,1,0,0.8,640000
16,Deportivo Alavés,Miazga,DF,32,24,1,1,42,3.8,"['-', '-', '1', '1', '2']",0,0,1,1,2,0.8,490000
16,Deportivo Alavés,Nahuel Tenaglia,DF,27,30,0,1,42,3.2,"['-2', '-', '-', '-', '-']",-2,0,0,0,0,-0.4,920000
16,Deportivo Alavés,Ximo Navarro,DF,23,41,0,1,32,1.9,"['-', '2', '-7', '-', '1']",0,2,-7,0,1,-0.8,580000
16,Deportivo Alavés,Javi López Carballo,DF,29,11,0,0,13,1.6,"['2', '-', '2', '-', '-']",2,0,2,0,0,0.8,280000
16,Deportivo Alavés,Saúl García,DF,26,0,1,0,3,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000
16,Deportivo Alavés,Alexandru Tirlea,DF,17,0,5,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000
16,Deportivo Alavés,Keller,DF,17,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250000
16,Deportivo Alavés,Luis Rioja,MD,13,97,0,0,119,3.2,"['2', '2', '2', '6', '4']",2,2,2,6,4,3.2,2430000
16,Deportivo Alavés,Mamadou Loum,MD,23,68,0,1,109,3.5,"['-', '5', '2', '4', '-']",0,5,2,4,0,2.2,1610000
16,Deportivo Alavés,Edgar Méndez,MD,11,46,0,0,90,2.8,"['2', '2', '0', '-', '2']",2,2,0,0,2,1.2,1020000
16,Deportivo Alavés,Gonzalo Escalante,MD,21,41,1,1,80,4.7,"['0', '10', '-', '8', '-1']",0,10,0,8,-1,3.4,3080000
16,Deportivo Alavés,Toni Moya,MD,13,46,0,1,80,3,"['2', '-', '3', '-', '-']",2,0,3,0,0,1.0,780000
16,Deportivo Alavés,Manu García Alonso,MD,21,24,0,0,77,3.3,"['1', '2', '-', '-', '2']",1,2,0,0,2,1.0,720000
16,Deportivo Alavés,Tomás Pina,MD,8,43,0,0,72,2.5,"['2', '2', '2', '2', '-']",2,2,2,2,0,1.6,690000
16,Deportivo Alavés,Pere Pons,MD,13,43,0,0,56,2.2,"['-', '4', '2', '-', '3']",0,4,2,0,3,1.8,600000
16,Deportivo Alavés,Jason,MD,10,27,1,1,50,2.8,"['2', '2', '-', '11', '0']",2,2,0,11,0,3.0,810000
16,Deportivo Alavés,Facundo Pellistri,MD,10,16,0,0,41,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,430000
16,Deportivo Alavés,Tomás Mendes,MD,5,0,0,0,0,0,"['-', '-', '2', '-', '-']",0,0,2,0,0,0.4,200000
16,Deportivo Alavés,Joselu,DL,3,95,0,0,255,6.9,"['4', '9', '4', '10', '10']",4,9,4,10,10,7.4,13390000
16,Deportivo Alavés,Miguel de la Fuente,DL,6,24,0,0,56,2.7,"['2', '-', '-', '10', '1']",2,0,0,10,1,2.6,480000
16,Deportivo Alavés,Manu Vallejo,DL,1,5,0,0,50,2.6,"['-', '-', '2', '-', '1']",0,0,2,0,1,0.6,1060000
16,Deportivo Alavés,Guidetti,DL,2,5,0,0,27,2.7,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,380000
16,Deportivo Alavés,Marc Tenas,DL,1,0,0,0,6,3,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,160000
17,Cádiz CF,Jeremías Ledesma,PT,37,100,0,0,184,5,"['7', '6', '8', '2', '9']",7,6,8,2,9,6.4,3030000
17,Cádiz CF,David Gil,PT,36,0,2,2,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200000
17,Cádiz CF,Espino,DF,33,97,7,2,140,3.9,"['3', '2', '5', '-1', '3']",3,2,5,-1,3,2.4,3090000
17,Cádiz CF,Fali,DF,27,59,0,2,95,3.5,"['2', '5', '4', '-', '5']",2,5,4,0,5,3.2,960000
17,Cádiz CF,Akapo,DF,31,57,3,2,94,3.8,"['-', '4', '4', '4', '4']",0,4,4,4,4,3.2,1550000
17,Cádiz CF,Víctor Chust,DF,25,54,0,0,79,3.2,"['2', '-', '2', '1', '-']",2,0,2,1,0,1.0,1500000
17,Cádiz CF,Iza Carcelén,DF,30,43,6,2,67,2.8,"['1', '-', '2', '2', '0']",1,0,2,2,0,1.0,730000
17,Cádiz CF,Luis Hernández,DF,25,38,0,0,66,4.4,"['-', '2', '6', '4', '4']",0,2,6,4,4,3.2,1960000
17,Cádiz CF,Varazdat Haroyan,DF,32,43,4,1,64,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,430000
17,Cádiz CF,Arzamendia,DF,22,14,2,1,36,2.6,"['2', '4', '-', '-', '-']",2,4,0,0,0,1.2,450000
17,Cádiz CF,Cala,DF,22,27,0,1,24,1.8,"['0', '-', '-', '-', '-']",0,0,0,0,0,0.0,420000
17,Cádiz CF,Raúl Parra,DF,24,3,0,0,3,1.5,"['0', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000
17,Cádiz CF,Álex Fernández,MD,17,57,1,0,116,3.7,"['2', '5', '8', '6', '1']",2,5,8,6,1,4.4,2960000
17,Cádiz CF,Jens Jonsson,MD,22,46,0,1,85,3.9,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,780000
17,Cádiz CF,Tomás Alarcón,MD,15,43,0,0,82,3.7,"['-', '3', '3', '-1', '-']",0,3,3,-1,0,1.0,1030000
17,Cádiz CF,Rubén Alcaraz,MD,20,30,2,2,77,5.9,"['-', '-', '-', '3', '6']",0,0,0,3,6,1.8,4340000
17,Cádiz CF,Iván Alejo,MD,13,30,2,0,71,3.6,"['11', '2', '0', '2', '-']",11,2,0,2,0,3.0,1120000
17,Cádiz CF,Salvi,MD,14,46,3,2,71,3.2,"['2', '2', '-', '-', '-']",2,2,0,0,0,0.8,840000
17,Cádiz CF,Alberto Perea,MD,13,22,0,0,49,2.7,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,570000
17,Cádiz CF,Fede San Emeterio,MD,12,27,0,0,32,2.7,"['4', '2', '-', '-', '-']",4,2,0,0,0,1.2,700000
17,Cádiz CF,José Mari,MD,11,11,1,1,29,2.9,"['-', '5', '4', '2', '4']",0,5,4,2,4,3.0,600000
17,Cádiz CF,Álvaro Bastida,MD,18,5,0,1,14,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,270000
17,Cádiz CF,Kike Carrasco,MD,14,0,1,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,220000
17,Cádiz CF,Negredo,DL,9,62,0,0,169,5.1,"['14', '4', '12', '3', '2']",14,4,12,3,2,7.0,6400000
17,Cádiz CF,Lucas Pérez,DL,10,70,0,0,137,4.3,"['2', '10', '8', '4', '7']",2,10,8,4,7,6.2,7210000
17,Cádiz CF,Choco Lozano,DL,10,57,0,0,125,4.2,"['1', '-', '9', '4', '2']",1,0,9,4,2,3.2,2460000
17,Cádiz CF,Sobrino,DL,6,49,0,0,108,3.3,"['2', '4', '8', '2', '11']",2,4,8,2,11,5.4,1600000
17,Cádiz CF,Idrissi,DL,9,32,0,0,66,4.1,"['-', '-', '5', '0', '6']",0,0,5,0,6,2.2,2250000
17,Cádiz CF,Iván Chapela,DL,5,11,0,0,23,2.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,300000
17,Cádiz CF,Florin Andone,DL,3,3,0,0,13,2.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,390000
18,Elche CF,Édgar Badía,PT,33,65,2,5,111,4.6,"['10', '3', '1', '2', '-']",10,3,1,2,0,3.2,2360000
18,Elche CF,Kiko Casilla,PT,31,35,0,0,62,4.8,"['-', '-', '-', '-', '3']",0,0,0,0,3,0.6,390000
18,Elche CF,Johan Mojica,DF,32,86,5,5,140,4.2,"['5', '2', '-', '4', '-']",5,2,0,4,0,2.2,4750000
18,Elche CF,Enzo Roco,DF,29,76,1,0,109,3.8,"['-', '4', '-', '2', '3']",0,4,0,2,3,1.8,1720000
18,Elche CF,Helibelton Palacios,DF,24,59,0,0,95,3.7,"['-', '-', '6', '4', '-']",0,0,6,4,0,2.0,730000
18,Elche CF,Bigas,DF,26,49,0,0,80,4.4,"['-', '3', '2', '5', '-']",0,3,2,5,0,2.0,890000
18,Elche CF,Diego González,DF,24,51,7,3,70,2.5,"['4', '0', '-', '-', '5']",4,0,0,0,5,1.8,880000
18,Elche CF,Gonzalo Verdú,DF,30,43,0,4,64,3.4,"['4', '2', '-', '-', '-']",4,2,0,0,0,1.2,1030000
18,Elche CF,Barragán,DF,28,32,0,0,42,2.6,"['5', '-', '2', '-', '-']",5,0,2,0,0,1.4,330000
